"No.","Time","Source","Destination","Protocol","Length","Info"
"627","25.619737","192.168.29.21","162.247.243.22","TCP","1514","53722  >  443 [ACK] Seq=2219 Ack=4392 Win=65024 Len=1460 [TCP PDU reassembled in 628]"
"628","25.619737","192.168.29.21","162.247.243.22","TLSv1.3","458","Application Data"
"629","25.648483","162.247.243.22","192.168.29.21","TCP","54","443  >  53722 [ACK] Seq=4392 Ack=4083 Win=155648 Len=0"
"630","26.009012","162.247.243.22","192.168.29.21","TLSv1.3","461","Application Data, Application Data"
"631","26.063942","192.168.29.21","162.247.243.22","TCP","54","53722  >  443 [ACK] Seq=4083 Ack=4799 Win=64512 Len=0"
"632","27.007831","192.168.29.21","208.115.231.58","TCP","55","[TCP Keep-Alive] 50636  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"633","27.017348","208.115.231.58","192.168.29.21","TCP","54","[TCP Keep-Alive] 443  >  50636 [ACK] Seq=0 Ack=2 Win=501 Len=0"
"634","27.017386","192.168.29.21","208.115.231.58","TCP","54","[TCP Keep-Alive ACK] 50636  >  443 [ACK] Seq=2 Ack=1 Win=255 Len=0"
"635","27.147137","192.168.29.21","192.168.29.1","DNS","82","Standard query 0x746e A infra-api.newrelic.com"
"636","27.184069","192.168.29.21","192.168.29.1","DNS","82","Standard query 0x746e A infra-api.newrelic.com"
"637","27.194706","208.115.231.58","192.168.29.21","TCP","66","[TCP Dup ACK 71#1] 443  >  50636 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"638","27.207691","192.168.29.1","192.168.29.21","DNS","169","Standard query response 0x746e A infra-api.newrelic.com CNAME infra-api.cell.nr-data.net CNAME fastly-infra-api.newrelic.com A 162.247.243.20"
"639","27.208775","192.168.29.21","162.247.243.20","TCP","66","53725  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"640","27.338723","162.247.243.20","192.168.29.21","TCP","66","443  >  53725 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
"641","27.338821","192.168.29.21","162.247.243.20","TCP","54","53725  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"642","27.339290","192.168.29.21","162.247.243.20","TLSv1.3","328","Client Hello (SNI=infra-api.newrelic.com)"
"643","27.442646","162.247.243.20","192.168.29.21","TCP","54","443  >  53725 [ACK] Seq=1 Ack=275 Win=147456 Len=0"
"644","27.442646","162.247.243.20","192.168.29.21","TLSv1.3","1510","Server Hello, Change Cipher Spec, Application Data"
"645","27.442646","162.247.243.20","192.168.29.21","TCP","1510","443  >  53725 [PSH, ACK] Seq=1457 Ack=275 Win=147456 Len=1456 [TCP PDU reassembled in 646]"
"646","27.442646","162.247.243.20","192.168.29.21","TLSv1.3","1126","Application Data, Application Data, Application Data"
"647","27.442827","192.168.29.21","162.247.243.20","TCP","54","53725  >  443 [ACK] Seq=275 Ack=3985 Win=65280 Len=0"
"648","27.449684","192.168.29.21","162.247.243.20","TLSv1.3","118","Change Cipher Spec, Application Data"
"649","27.450051","192.168.29.21","162.247.243.20","TLSv1.3","1262","Application Data"
"650","27.450126","192.168.29.21","162.247.243.20","TLSv1.3","327","Application Data"
"651","27.543451","162.247.243.20","192.168.29.21","TCP","54","443  >  53725 [ACK] Seq=3985 Ack=339 Win=147456 Len=0"
"652","27.543451","162.247.243.20","192.168.29.21","TCP","54","443  >  53725 [ACK] Seq=3985 Ack=1820 Win=152064 Len=0"
"653","27.580994","192.168.29.21","192.168.29.240","TCP","164","51815  >  8009 [PSH, ACK] Seq=441 Ack=5693 Win=250 Len=110 [TCP PDU reassembled in 1054]"
"654","27.580994","192.168.29.21","192.168.29.240","TCP","164","52208  >  8009 [PSH, ACK] Seq=1729 Ack=6318 Win=255 Len=110"
"655","27.597946","192.168.29.21","192.168.29.240","TCP","164","50730  >  8009 [PSH, ACK] Seq=441 Ack=5693 Win=255 Len=110 [TCP PDU reassembled in 1052]"
"656","27.605250","192.168.29.240","192.168.29.21","TCP","60","8009  >  51815 [ACK] Seq=5693 Ack=551 Win=1506 Len=0"
"657","27.605250","192.168.29.240","192.168.29.21","TCP","164","8009  >  51815 [PSH, ACK] Seq=5693 Ack=551 Win=1506 Len=110"
"658","27.605250","192.168.29.240","192.168.29.21","TCP","164","8009  >  52208 [PSH, ACK] Seq=6318 Ack=1839 Win=2784 Len=110"
"659","27.608041","192.168.29.240","192.168.29.21","TCP","60","8009  >  50730 [ACK] Seq=5693 Ack=551 Win=1552 Len=0"
"660","27.608041","192.168.29.240","192.168.29.21","TCP","164","8009  >  50730 [PSH, ACK] Seq=5693 Ack=551 Win=1552 Len=110"
"661","27.660810","192.168.29.21","192.168.29.240","TCP","54","51815  >  8009 [ACK] Seq=551 Ack=5803 Win=250 Len=0"
"662","27.660877","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=1839 Ack=6428 Win=255 Len=0"
"663","27.660892","192.168.29.21","192.168.29.240","TCP","54","50730  >  8009 [ACK] Seq=551 Ack=5803 Win=255 Len=0"
"664","27.824631","192.168.29.21","192.168.29.1","DNS","74","Standard query 0xb7f1 A login.live.com"
"665","27.839812","192.168.29.1","192.168.29.21","DNS","359","Standard query response 0xb7f1 A login.live.com CNAME login.msa.msidentity.com CNAME www.tm.lg.prod.aadmsa.akadns.net CNAME prdv4a.aadg.msidentity.com CNAME www.tm.v4.a.prd.aadg.trafficmanager.net A 20.190.145.143 A 20.190.145.160 A 40.126.17.132 A 40.126.17.133 A 40.126.17.135 A 20.190.145.140 A 20.190.145.141 A 20.190.145.142"
"666","27.841691","192.168.29.21","20.190.145.143","TCP","66","53726  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"667","27.957873","20.190.145.143","192.168.29.21","TCP","66","443  >  53726 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"668","27.957873","162.247.243.20","192.168.29.21","TLSv1.3","276","Application Data, Application Data"
"669","27.958056","192.168.29.21","20.190.145.143","TCP","54","53726  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"670","27.963526","192.168.29.21","20.190.145.143","TLSv1.2","518","Client Hello (SNI=login.live.com)"
"671","28.012952","192.168.29.21","162.247.243.20","TCP","54","53725  >  443 [ACK] Seq=1820 Ack=4207 Win=65280 Len=0"
"672","28.020556","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=1 Ack=465 Win=4194048 Len=1460 [TCP PDU reassembled in 674]"
"673","28.020556","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=1461 Ack=465 Win=4194048 Len=1460 [TCP PDU reassembled in 674]"
"674","28.020556","20.190.145.143","192.168.29.21","TLSv1.2","1093","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"675","28.020713","192.168.29.21","20.190.145.143","TCP","54","53726  >  443 [ACK] Seq=465 Ack=3960 Win=65280 Len=0"
"676","28.032654","192.168.29.21","20.190.145.143","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"677","28.053598","20.190.145.143","192.168.29.21","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"678","28.055010","192.168.29.21","20.190.145.143","TLSv1.2","346","Application Data"
"679","28.055263","192.168.29.21","20.190.145.143","TCP","1494","53726  >  443 [ACK] Seq=915 Ack=4011 Win=65280 Len=1440 [TCP PDU reassembled in 682]"
"680","28.055263","192.168.29.21","20.190.145.143","TCP","1494","53726  >  443 [ACK] Seq=2355 Ack=4011 Win=65280 Len=1440 [TCP PDU reassembled in 682]"
"681","28.055263","192.168.29.21","20.190.145.143","TCP","1494","53726  >  443 [ACK] Seq=3795 Ack=4011 Win=65280 Len=1440 [TCP PDU reassembled in 682]"
"682","28.055263","192.168.29.21","20.190.145.143","TLSv1.2","500","Application Data"
"683","28.076697","20.190.145.143","192.168.29.21","TCP","54","443  >  53726 [ACK] Seq=4011 Ack=5681 Win=4194560 Len=0"
"684","28.260542","57.144.123.33","192.168.29.21","TCP","190","80  >  52165 [PSH, ACK] Seq=8429 Ack=1244 Win=509 Len=136"
"685","28.260542","57.144.123.33","192.168.29.21","TCP","190","80  >  52165 [PSH, ACK] Seq=8565 Ack=1244 Win=509 Len=136"
"686","28.260542","57.144.123.33","192.168.29.21","TCP","190","80  >  52165 [PSH, ACK] Seq=8701 Ack=1244 Win=509 Len=136"
"687","28.260542","57.144.123.33","192.168.29.21","TCP","190","80  >  52165 [PSH, ACK] Seq=8837 Ack=1244 Win=509 Len=136"
"688","28.260682","192.168.29.21","57.144.123.33","TCP","54","52165  >  80 [ACK] Seq=1244 Ack=8973 Win=255 Len=0"
"689","28.261830","192.168.29.21","57.144.123.33","TCP","117","52165  >  80 [PSH, ACK] Seq=1244 Ack=8973 Win=255 Len=63"
"690","28.263082","192.168.29.21","57.144.123.33","TCP","117","52165  >  80 [PSH, ACK] Seq=1307 Ack=8973 Win=255 Len=63"
"691","28.263934","192.168.29.21","57.144.123.33","TCP","117","52165  >  80 [PSH, ACK] Seq=1370 Ack=8973 Win=255 Len=63"
"692","28.264830","192.168.29.21","57.144.123.33","TCP","117","52165  >  80 [PSH, ACK] Seq=1433 Ack=8973 Win=255 Len=63"
"693","28.270365","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=8973 Ack=1307 Win=509 Len=0"
"694","28.270365","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=8973 Ack=1370 Win=509 Len=0"
"695","28.270365","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=8973 Ack=1433 Win=509 Len=0"
"696","28.272495","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=8973 Ack=1496 Win=509 Len=0"
"697","28.284769","57.144.123.33","192.168.29.21","TCP","194","80  >  52165 [PSH, ACK] Seq=8973 Ack=1496 Win=509 Len=140"
"698","28.286073","192.168.29.21","57.144.123.33","TCP","117","52165  >  80 [PSH, ACK] Seq=1496 Ack=9113 Win=255 Len=63"
"699","28.297835","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=4011 Ack=5681 Win=4194560 Len=1460 [TCP PDU reassembled in 707]"
"700","28.297835","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=5471 Ack=5681 Win=4194560 Len=1460 [TCP PDU reassembled in 707]"
"701","28.297835","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=6931 Ack=5681 Win=4194560 Len=1460 [TCP PDU reassembled in 707]"
"702","28.297835","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=8391 Ack=5681 Win=4194560 Len=1460 [TCP PDU reassembled in 707]"
"703","28.297934","192.168.29.21","20.190.145.143","TCP","54","53726  >  443 [ACK] Seq=5681 Ack=9851 Win=65280 Len=0"
"704","28.297990","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=9851 Ack=5681 Win=4194560 Len=1460 [TCP PDU reassembled in 707]"
"705","28.297990","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=11311 Ack=5681 Win=4194560 Len=1460 [TCP PDU reassembled in 707]"
"706","28.297990","20.190.145.143","192.168.29.21","TCP","1514","443  >  53726 [ACK] Seq=12771 Ack=5681 Win=4194560 Len=1460 [TCP PDU reassembled in 707]"
"707","28.297990","20.190.145.143","192.168.29.21","TLSv1.2","1402","Application Data"
"708","28.298013","192.168.29.21","20.190.145.143","TCP","54","53726  >  443 [ACK] Seq=5681 Ack=15579 Win=65280 Len=0"
"709","28.467436","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=9113 Ack=1559 Win=509 Len=0"
"710","28.613901","192.168.29.21","192.168.29.1","DNS","92","Standard query 0x17c5 A watson.events.data.microsoft.com"
"711","28.630740","192.168.29.1","192.168.29.21","DNS","217","Standard query response 0x17c5 A watson.events.data.microsoft.com CNAME blobcollectorcommon.trafficmanager.net CNAME onedsblobprdcus16.centralus.cloudapp.azure.com A 104.208.16.94"
"712","28.634007","192.168.29.21","104.208.16.94","TCP","74","53727  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM TSval=11238894 TSecr=0"
"713","28.875147","104.208.16.94","192.168.29.21","TCP","74","443  >  53727 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM TSval=1504440090 TSecr=11238894"
"714","28.875250","192.168.29.21","104.208.16.94","TCP","66","53727  >  443 [ACK] Seq=1 Ack=1 Win=2816 Len=0 TSval=11239135 TSecr=1504440090"
"715","28.877309","192.168.29.21","104.208.16.94","TLSv1.2","263","Client Hello (SNI=watson.events.data.microsoft.com)"
"716","29.185713","104.208.16.94","192.168.29.21","TCP","1514","443  >  53727 [ACK] Seq=1 Ack=198 Win=4194560 Len=1448 TSval=1504440337 TSecr=11239137 [TCP PDU reassembled in 720]"
"717","29.232198","192.168.29.21","104.208.16.94","TCP","66","53727  >  443 [ACK] Seq=198 Ack=1449 Win=4096 Len=0 TSval=11239492 TSecr=1504440337"
"718","29.490429","104.208.16.94","192.168.29.21","TCP","1514","443  >  53727 [ACK] Seq=1449 Ack=198 Win=4194560 Len=1448 TSval=1504440697 TSecr=11239492 [TCP PDU reassembled in 720]"
"719","29.490429","104.208.16.94","192.168.29.21","TCP","1514","443  >  53727 [ACK] Seq=2897 Ack=198 Win=4194560 Len=1448 TSval=1504440697 TSecr=11239492 [TCP PDU reassembled in 720]"
"720","29.490429","104.208.16.94","192.168.29.21","TLSv1.2","239","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"721","29.490591","192.168.29.21","104.208.16.94","TCP","66","53727  >  443 [ACK] Seq=198 Ack=4518 Win=7168 Len=0 TSval=11239750 TSecr=1504440697"
"722","29.497671","192.168.29.21","104.208.16.94","TLSv1.2","224","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"723","29.636542","192.168.29.21","162.247.243.22","TCP","1514","53722  >  443 [ACK] Seq=4083 Ack=4799 Win=64512 Len=1460 [TCP PDU reassembled in 724]"
"724","29.636542","192.168.29.21","162.247.243.22","TLSv1.3","516","Application Data"
"725","29.662749","162.247.243.22","192.168.29.21","TCP","54","443  >  53722 [ACK] Seq=4799 Ack=6005 Win=159744 Len=0"
"726","29.796456","104.208.16.94","192.168.29.21","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"727","29.816222","192.168.29.21","104.208.16.94","TLSv1.2","1212","Application Data"
"728","29.817467","192.168.29.21","104.208.16.94","TCP","1494","53727  >  443 [ACK] Seq=1502 Ack=4569 Win=7424 Len=1428 TSval=11240077 TSecr=1504440953 [TCP PDU reassembled in 735]"
"729","30.002143","162.247.243.22","192.168.29.21","TLSv1.3","461","Application Data, Application Data"
"730","30.003371","192.168.29.21","162.247.241.2","TCP","55","[TCP Keep-Alive] 50731  >  443 [ACK] Seq=0 Ack=635 Win=509 Len=1"
"731","30.023164","162.247.241.2","192.168.29.21","TCP","66","[TCP Keep-Alive ACK] 443  >  50731 [ACK] Seq=635 Ack=1 Win=16 Len=0 SLE=0 SRE=1"
"732","30.051699","192.168.29.21","162.247.243.22","TCP","54","53722  >  443 [ACK] Seq=6005 Ack=5206 Win=64256 Len=0"
"733","30.061301","104.208.16.94","192.168.29.21","TCP","66","443  >  53727 [ACK] Seq=4569 Ack=2930 Win=4194816 Len=0 TSval=1504441272 TSecr=11240076"
"734","30.061347","192.168.29.21","104.208.16.94","TCP","1494","53727  >  443 [ACK] Seq=2930 Ack=4569 Win=7424 Len=1428 TSval=11240321 TSecr=1504441272 [TCP PDU reassembled in 735]"
"735","30.061347","192.168.29.21","104.208.16.94","TLSv1.2","1494","Application Data"
"736","30.061347","192.168.29.21","104.208.16.94","TCP","1494","53727  >  443 [ACK] Seq=5786 Ack=4569 Win=7424 Len=1428 TSval=11240321 TSecr=1504441272 [TCP PDU reassembled in 738]"
"737","30.310031","104.208.16.94","192.168.29.21","TCP","66","443  >  53727 [ACK] Seq=4569 Ack=5786 Win=4194816 Len=0 TSval=1504441516 TSecr=11240321"
"738","30.310077","192.168.29.21","104.208.16.94","TLSv1.2","580","Application Data"
"739","30.411549","104.208.16.94","192.168.29.21","TCP","66","443  >  53727 [ACK] Seq=4569 Ack=7214 Win=4193280 Len=0 TSval=1504441559 TSecr=11240321"
"740","30.615763","104.208.16.94","192.168.29.21","TLSv1.2","881","Application Data"
"741","30.617454","192.168.29.21","104.208.16.94","TCP","66","53727  >  443 [FIN, ACK] Seq=7728 Ack=5384 Win=8192 Len=0 TSval=11240877 TSecr=1504441779"
"742","30.922635","104.208.16.94","192.168.29.21","TCP","66","443  >  53727 [FIN, ACK] Seq=5384 Ack=7729 Win=4194816 Len=0 TSval=1504442072 TSecr=11240877"
"743","30.922712","192.168.29.21","104.208.16.94","TCP","66","53727  >  443 [ACK] Seq=7729 Ack=5385 Win=8192 Len=0 TSval=11241182 TSecr=1504442072"
"744","31.127800","13.107.42.14","192.168.29.21","TLSv1.2","100","Application Data"
"745","31.140286","192.168.29.21","13.107.42.14","TLSv1.2","96","Application Data"
"746","31.140415","192.168.29.21","13.107.42.14","TLSv1.2","96","Application Data"
"747","31.146980","13.107.42.14","192.168.29.21","TCP","54","443  >  50891 [ACK] Seq=320 Ack=7745 Win=16382 Len=0"
"748","32.179512","192.168.29.21","162.247.243.20","TLSv1.3","1496","Application Data"
"749","32.254285","162.247.243.20","192.168.29.21","TCP","54","443  >  53725 [ACK] Seq=4207 Ack=3262 Win=155136 Len=0"
"750","32.460346","162.247.243.20","192.168.29.21","TLSv1.3","276","Application Data, Application Data"
"751","32.515938","192.168.29.21","162.247.243.20","TCP","54","53725  >  443 [ACK] Seq=3262 Ack=4429 Win=65024 Len=0"
"752","32.611459","192.168.29.21","192.168.29.240","TCP","164","51815  >  8009 [PSH, ACK] Seq=551 Ack=5803 Win=250 Len=110 [TCP PDU reassembled in 1054]"
"753","32.611468","192.168.29.21","192.168.29.240","TCP","164","52208  >  8009 [PSH, ACK] Seq=1839 Ack=6428 Win=255 Len=110"
"754","32.611720","192.168.29.21","192.168.29.240","TCP","164","50730  >  8009 [PSH, ACK] Seq=551 Ack=5803 Win=255 Len=110 [TCP PDU reassembled in 1052]"
"755","32.836193","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 52208  >  8009 [PSH, ACK] Seq=1839 Ack=6428 Win=255 Len=110"
"756","32.852156","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 50730  >  8009 [PSH, ACK] Seq=551 Ack=5803 Win=255 Len=110 [TCP PDU reassembled in 1052]"
"757","32.868005","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 51815  >  8009 [PSH, ACK] Seq=551 Ack=5803 Win=250 Len=110 [TCP PDU reassembled in 1054]"
"758","33.142726","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 52208  >  8009 [PSH, ACK] Seq=1839 Ack=6428 Win=255 Len=110"
"759","33.159990","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 50730  >  8009 [PSH, ACK] Seq=551 Ack=5803 Win=255 Len=110 [TCP PDU reassembled in 1052]"
"760","33.175423","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 51815  >  8009 [PSH, ACK] Seq=551 Ack=5803 Win=250 Len=110 [TCP PDU reassembled in 1054]"
"761","33.609589","192.168.29.21","162.247.243.22","TCP","1514","53722  >  443 [ACK] Seq=6005 Ack=5206 Win=64256 Len=1460 [TCP PDU reassembled in 762]"
"762","33.609589","192.168.29.21","162.247.243.22","TLSv1.3","190","Application Data"
"763","33.636051","162.247.243.22","192.168.29.21","TCP","54","443  >  53722 [ACK] Seq=5206 Ack=7601 Win=165376 Len=0"
"764","33.735644","192.168.29.21","20.50.73.13","TCP","55","53710  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"765","33.747162","57.144.123.33","192.168.29.21","TCP","1446","80  >  52165 [ACK] Seq=9113 Ack=1559 Win=509 Len=1392"
"766","33.747162","57.144.123.33","192.168.29.21","TCP","153","80  >  52165 [PSH, ACK] Seq=10505 Ack=1559 Win=509 Len=99"
"767","33.747245","192.168.29.21","57.144.123.33","TCP","54","52165  >  80 [ACK] Seq=1559 Ack=10604 Win=255 Len=0"
"768","33.749050","57.144.123.33","192.168.29.21","TCP","1446","80  >  52165 [ACK] Seq=10604 Ack=1559 Win=509 Len=1392"
"769","33.749050","57.144.123.33","192.168.29.21","TCP","162","80  >  52165 [PSH, ACK] Seq=11996 Ack=1559 Win=509 Len=108 [TCP PDU reassembled in 772]"
"770","33.749111","192.168.29.21","57.144.123.33","TCP","54","52165  >  80 [ACK] Seq=1559 Ack=12104 Win=255 Len=0"
"771","33.751561","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 52208  >  8009 [PSH, ACK] Seq=1839 Ack=6428 Win=255 Len=110"
"772","33.752508","57.144.123.33","192.168.29.21","TCP","1446","80  >  52165 [ACK] Seq=12104 Ack=1559 Win=509 Len=1392"
"773","33.752508","57.144.123.33","192.168.29.21","TCP","133","80  >  52165 [PSH, ACK] Seq=13496 Ack=1559 Win=509 Len=79"
"774","33.752576","192.168.29.21","57.144.123.33","TCP","54","52165  >  80 [ACK] Seq=1559 Ack=13575 Win=255 Len=0"
"775","33.761017","192.168.29.21","57.144.123.33","TCP","117","52165  >  80 [PSH, ACK] Seq=1559 Ack=13575 Win=255 Len=63"
"776","33.767213","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 50730  >  8009 [PSH, ACK] Seq=551 Ack=5803 Win=255 Len=110 [TCP PDU reassembled in 1052]"
"777","33.774978","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=13575 Ack=1622 Win=509 Len=0"
"778","33.782808","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 51815  >  8009 [PSH, ACK] Seq=551 Ack=5803 Win=250 Len=110 [TCP PDU reassembled in 1054]"
"779","33.893167","192.168.29.240","192.168.29.21","TCP","60","8009  >  51815 [ACK] Seq=5803 Ack=661 Win=1506 Len=0"
"780","33.893167","192.168.29.240","192.168.29.21","TCP","60","8009  >  50730 [ACK] Seq=5803 Ack=661 Win=1552 Len=0"
"781","33.893167","192.168.29.240","192.168.29.21","TCP","60","8009  >  52208 [ACK] Seq=6428 Ack=1949 Win=2784 Len=0"
"782","33.893167","162.247.243.22","192.168.29.21","TLSv1.3","461","Application Data, Application Data"
"783","33.893167","20.50.73.13","192.168.29.21","TCP","66","443  >  53710 [ACK] Seq=1 Ack=2 Win=16384 Len=0 SLE=1 SRE=2"
"784","33.945733","192.168.29.21","162.247.243.22","TCP","54","53722  >  443 [ACK] Seq=7601 Ack=5613 Win=65280 Len=0"
"785","34.302324","192.168.29.240","192.168.29.21","TCP","164","8009  >  52208 [PSH, ACK] Seq=6428 Ack=1949 Win=2784 Len=110"
"786","34.302324","192.168.29.240","192.168.29.21","TCP","164","8009  >  50730 [PSH, ACK] Seq=5803 Ack=661 Win=1552 Len=110"
"787","34.302324","192.168.29.240","192.168.29.21","TCP","164","8009  >  51815 [PSH, ACK] Seq=5803 Ack=661 Win=1506 Len=110"
"788","34.346290","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=1949 Ack=6538 Win=255 Len=0"
"789","34.346354","192.168.29.21","192.168.29.240","TCP","54","50730  >  8009 [ACK] Seq=661 Ack=5913 Win=255 Len=0"
"790","34.346366","192.168.29.21","192.168.29.240","TCP","54","51815  >  8009 [ACK] Seq=661 Ack=5913 Win=255 Len=0"
"791","34.813616","192.168.29.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"792","35.013285","192.168.29.21","192.168.29.1","DNS","83","Standard query 0xcff3 A spclient.wg.spotify.com"
"793","35.014402","192.168.29.21","192.168.29.1","DNS","83","Standard query 0x8f44 HTTPS spclient.wg.spotify.com"
"794","35.018575","192.168.29.1","192.168.29.21","DNS","132","Standard query response 0xcff3 A spclient.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com A 35.186.224.24"
"795","35.037504","192.168.29.1","192.168.29.21","DNS","206","Standard query response 0x8f44 HTTPS spclient.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com SOA ns-cloud-d1.googledomains.com"
"796","35.040119","192.168.29.21","35.186.224.24","QUIC","1292","Initial, DCID=27390e88adc18d83, PKN: 1, CRYPTO"
"797","35.040276","192.168.29.21","35.186.224.24","QUIC","1292","Initial, DCID=27390e88adc18d83, PKN: 2, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO"
"798","35.101905","192.168.29.21","35.186.224.24","TCP","54","53671  >  443 [FIN, ACK] Seq=2 Ack=1 Win=253 Len=0"
"799","35.102674","192.168.29.21","35.186.224.24","TCP","66","53728  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"800","35.113491","35.186.224.24","192.168.29.21","QUIC","82","Initial, SCID=e7390e88adc18d83, PKN: 1, ACK"
"801","35.113491","35.186.224.24","192.168.29.21","QUIC","1292","Initial, SCID=e7390e88adc18d83, PKN: 2, ACK, PADDING"
"802","35.113491","35.186.224.24","192.168.29.21","QUIC","1292","Handshake, SCID=e7390e88adc18d83"
"803","35.113491","35.186.224.24","192.168.29.21","QUIC","1292","Handshake, SCID=e7390e88adc18d83"
"804","35.113491","35.186.224.24","192.168.29.21","QUIC","565","Protected Payload (KP0)"
"805","35.114505","192.168.29.21","35.186.224.24","QUIC","81","Handshake, DCID=e7390e88adc18d83"
"806","35.116442","192.168.29.21","35.186.224.24","QUIC","82","Handshake, DCID=e7390e88adc18d83"
"807","35.116845","192.168.29.21","35.186.224.24","QUIC","125","Handshake, DCID=e7390e88adc18d83"
"808","35.117171","192.168.29.21","35.186.224.24","QUIC","116","Protected Payload (KP0), DCID=e7390e88adc18d83"
"809","35.117789","192.168.29.21","35.186.224.24","QUIC","1288","Protected Payload (KP0), DCID=e7390e88adc18d83"
"810","35.117841","192.168.29.21","35.186.224.24","QUIC","1105","Protected Payload (KP0), DCID=e7390e88adc18d83"
"811","35.130125","35.186.224.24","192.168.29.21","TCP","54","443  >  53671 [FIN, ACK] Seq=1 Ack=3 Win=1046 Len=0"
"812","35.130210","192.168.29.21","35.186.224.24","TCP","54","53671  >  443 [ACK] Seq=3 Ack=2 Win=253 Len=0"
"813","35.132359","35.186.224.24","192.168.29.21","TCP","66","443  >  53728 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"814","35.132497","192.168.29.21","35.186.224.24","TCP","54","53728  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"815","35.133767","192.168.29.21","35.186.224.24","TCP","1466","53728  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 816]"
"816","35.133767","192.168.29.21","35.186.224.24","TLSv1.3","683","Client Hello (SNI=spclient.wg.spotify.com)"
"817","35.144116","35.186.224.24","192.168.29.21","QUIC","627","Protected Payload (KP0)"
"818","35.144116","35.186.224.24","192.168.29.21","QUIC","163","Protected Payload (KP0)"
"819","35.144116","35.186.224.24","192.168.29.21","QUIC","69","Protected Payload (KP0)"
"820","35.144779","192.168.29.21","35.186.224.24","QUIC","74","Protected Payload (KP0), DCID=e7390e88adc18d83"
"821","35.154528","35.186.224.24","192.168.29.21","TCP","66","[TCP Dup ACK 813#1] 443  >  53728 [ACK] Seq=1 Ack=1 Win=269824 Len=0 SLE=1413 SRE=2042"
